Sexo	Nivel de formación alcanzado	Nacionalidad	Periodo	Total
Ambos sexos	Analfabetos	Extranjera: Unión Europea	2014T2	36,73
Ambos sexos	Analfabetos	Extranjera: Unión Europea	2014T1	55,84
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2022T3	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2022T2	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2022T1	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2021T4	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2021T3	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2021T2	0,00
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2021T1	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2020T4	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2020T3	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2020T2	100,00
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2020T1	100,00
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2019T4	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2019T3	50,00
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2019T2	50,00
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2019T1	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2018T4	0,00
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2018T3	0,00
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2018T2	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2018T1	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2017T4	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2017T3	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2017T2	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2017T1	0,00
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2016T4	86,12
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2016T3	35,92
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2016T2	68,85
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2016T1	0,00
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2015T4	46,03
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2015T3	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2015T2	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2015T1	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2014T4	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2014T3	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2014T2	..
Ambos sexos	Analfabetos	Extranjera: Resto de Europa	2014T1	..
Ambos sexos	Analfabetos	Extranjera: América Latina	2022T3	13,85
Ambos sexos	Analfabetos	Extranjera: América Latina	2022T2	55,96
Ambos sexos	Analfabetos	Extranjera: América Latina	2022T1	35,71
Ambos sexos	Analfabetos	Extranjera: América Latina	2021T4	34,49
Ambos sexos	Analfabetos	Extranjera: América Latina	2021T3	21,32
Ambos sexos	Analfabetos	Extranjera: América Latina	2021T2	22,07
Ambos sexos	Analfabetos	Extranjera: América Latina	2021T1	41,49
Ambos sexos	Analfabetos	Extranjera: América Latina	2020T4	0,00
Ambos sexos	Analfabetos	Extranjera: América Latina	2020T3	45,44
Ambos sexos	Analfabetos	Extranjera: América Latina	2020T2	40,17
Ambos sexos	Analfabetos	Extranjera: América Latina	2020T1	25,15
Ambos sexos	Analfabetos	Extranjera: América Latina	2019T4	4,62
Ambos sexos	Analfabetos	Extranjera: América Latina	2019T3	39,86
Ambos sexos	Analfabetos	Extranjera: América Latina	2019T2	30,04
Ambos sexos	Analfabetos	Extranjera: América Latina	2019T1	37,97
Ambos sexos	Analfabetos	Extranjera: América Latina	2018T4	33,70
Ambos sexos	Analfabetos	Extranjera: América Latina	2018T3	8,36
Ambos sexos	Analfabetos	Extranjera: América Latina	2018T2	21,83
Ambos sexos	Analfabetos	Extranjera: América Latina	2018T1	16,47
Ambos sexos	Analfabetos	Extranjera: América Latina	2017T4	43,82
Ambos sexos	Analfabetos	Extranjera: América Latina	2017T3	36,06
Ambos sexos	Analfabetos	Extranjera: América Latina	2017T2	25,19
Ambos sexos	Analfabetos	Extranjera: América Latina	2017T1	33,56
Ambos sexos	Analfabetos	Extranjera: América Latina	2016T4	35,81
Ambos sexos	Analfabetos	Extranjera: América Latina	2016T3	43,54
Ambos sexos	Analfabetos	Extranjera: América Latina	2016T2	25,13
Ambos sexos	Analfabetos	Extranjera: América Latina	2016T1	25,80
Ambos sexos	Analfabetos	Extranjera: América Latina	2015T4	43,02
Ambos sexos	Analfabetos	Extranjera: América Latina	2015T3	24,72
Ambos sexos	Analfabetos	Extranjera: América Latina	2015T2	27,64
Ambos sexos	Analfabetos	Extranjera: América Latina	2015T1	27,13
Ambos sexos	Analfabetos	Extranjera: América Latina	2014T4	0,00
Ambos sexos	Analfabetos	Extranjera: América Latina	2014T3	41,56
Ambos sexos	Analfabetos	Extranjera: América Latina	2014T2	50,56
Ambos sexos	Analfabetos	Extranjera: América Latina	2014T1	39,55
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2022T3	47,70
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2022T2	51,34
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2022T1	55,03
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2021T4	53,82
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2021T3	57,83
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2021T2	54,09
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2021T1	52,20
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2020T4	53,50
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2020T3	55,95
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2020T2	43,56
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2020T1	51,60
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2019T4	48,88
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2019T3	47,99
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2019T2	46,76
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2019T1	43,66
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2018T4	48,81
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2018T3	46,16
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2018T2	45,73
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2018T1	45,07
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2017T4	48,44
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2017T3	52,99
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2017T2	52,56
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2017T1	56,26
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2016T4	51,96
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2016T3	54,17
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2016T2	54,85
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2016T1	60,90
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2015T4	58,14
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2015T3	56,35
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2015T2	57,00
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2015T1	61,96
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2014T4	56,64
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2014T3	55,34
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2014T2	57,39
Ambos sexos	Analfabetos	Extranjera: Resto del mundo y apátrida	2014T1	58,08
Ambos sexos	Estudios primarios incompletos	Total	2022T3	11,94
Ambos sexos	Estudios primarios incompletos	Total	2022T2	13,08
Ambos sexos	Estudios primarios incompletos	Total	2022T1	13,17
Ambos sexos	Estudios primarios incompletos	Total	2021T4	11,72
Ambos sexos	Estudios primarios incompletos	Total	2021T3	11,73
Ambos sexos	Estudios primarios incompletos	Total	2021T2	11,61
Ambos sexos	Estudios primarios incompletos	Total	2021T1	12,59
Ambos sexos	Estudios primarios incompletos	Total	2020T4	11,30
Ambos sexos	Estudios primarios incompletos	Total	2020T3	11,87
Ambos sexos	Estudios primarios incompletos	Total	2020T2	10,88
Ambos sexos	Estudios primarios incompletos	Total	2020T1	11,28
Ambos sexos	Estudios primarios incompletos	Total	2019T4	12,59
Ambos sexos	Estudios primarios incompletos	Total	2019T3	12,49
Ambos sexos	Estudios primarios incompletos	Total	2019T2	12,64
Ambos sexos	Estudios primarios incompletos	Total	2019T1	12,05
Ambos sexos	Estudios primarios incompletos	Total	2018T4	12,97
Ambos sexos	Estudios primarios incompletos	Total	2018T3	12,68
Ambos sexos	Estudios primarios incompletos	Total	2018T2	12,42
Ambos sexos	Estudios primarios incompletos	Total	2018T1	13,39
Ambos sexos	Estudios primarios incompletos	Total	2017T4	12,33
Ambos sexos	Estudios primarios incompletos	Total	2017T3	11,80
Ambos sexos	Estudios primarios incompletos	Total	2017T2	11,99
Ambos sexos	Estudios primarios incompletos	Total	2017T1	12,48
Ambos sexos	Estudios primarios incompletos	Total	2016T4	11,97
Ambos sexos	Estudios primarios incompletos	Total	2016T3	12,37
Ambos sexos	Estudios primarios incompletos	Total	2016T2	12,95
Ambos sexos	Estudios primarios incompletos	Total	2016T1	12,99
Ambos sexos	Estudios primarios incompletos	Total	2015T4	13,51
Ambos sexos	Estudios primarios incompletos	Total	2015T3	13,65
Ambos sexos	Estudios primarios incompletos	Total	2015T2	13,25
Ambos sexos	Estudios primarios incompletos	Total	2015T1	12,52
Ambos sexos	Estudios primarios incompletos	Total	2014T4	12,92
Ambos sexos	Estudios primarios incompletos	Total	2014T3	13,16
Ambos sexos	Estudios primarios incompletos	Total	2014T2	13,04
Ambos sexos	Estudios primarios incompletos	Total	2014T1	13,58
Ambos sexos	Estudios primarios incompletos	Española	2022T3	5,28
Ambos sexos	Estudios primarios incompletos	Española	2022T2	5,29
Ambos sexos	Estudios primarios incompletos	Española	2022T1	5,90
Ambos sexos	Estudios primarios incompletos	Española	2021T4	5,21
Ambos sexos	Estudios primarios incompletos	Española	2021T3	6,17
Ambos sexos	Estudios primarios incompletos	Española	2021T2	6,39
Ambos sexos	Estudios primarios incompletos	Española	2021T1	7,27
Ambos sexos	Estudios primarios incompletos	Española	2020T4	6,02
Ambos sexos	Estudios primarios incompletos	Española	2020T3	5,85
Ambos sexos	Estudios primarios incompletos	Española	2020T2	5,53
Ambos sexos	Estudios primarios incompletos	Española	2020T1	6,49
Ambos sexos	Estudios primarios incompletos	Española	2019T4	7,21
Ambos sexos	Estudios primarios incompletos	Española	2019T3	7,12
Ambos sexos	Estudios primarios incompletos	Española	2019T2	7,28
Ambos sexos	Estudios primarios incompletos	Española	2019T1	7,26
Ambos sexos	Estudios primarios incompletos	Española	2018T4	7,77
Ambos sexos	Estudios primarios incompletos	Española	2018T3	7,76
Ambos sexos	Estudios primarios incompletos	Española	2018T2	7,56
Ambos sexos	Estudios primarios incompletos	Española	2018T1	8,32
Ambos sexos	Estudios primarios incompletos	Española	2017T4	7,55
Ambos sexos	Estudios primarios incompletos	Española	2017T3	7,45
Ambos sexos	Estudios primarios incompletos	Española	2017T2	7,55
Ambos sexos	Estudios primarios incompletos	Española	2017T1	8,08
Ambos sexos	Estudios primarios incompletos	Española	2016T4	8,23
Ambos sexos	Estudios primarios incompletos	Española	2016T3	8,47
Ambos sexos	Estudios primarios incompletos	Española	2016T2	8,89
Ambos sexos	Estudios primarios incompletos	Española	2016T1	8,66
Ambos sexos	Estudios primarios incompletos	Española	2015T4	9,22
Ambos sexos	Estudios primarios incompletos	Española	2015T3	8,99
Ambos sexos	Estudios primarios incompletos	Española	2015T2	8,64
Ambos sexos	Estudios primarios incompletos	Española	2015T1	8,48
Ambos sexos	Estudios primarios incompletos	Española	2014T4	9,12
Ambos sexos	Estudios primarios incompletos	Española	2014T3	9,03
Ambos sexos	Estudios primarios incompletos	Española	2014T2	9,16
Ambos sexos	Estudios primarios incompletos	Española	2014T1	9,51
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2022T3	41,57
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2022T2	64,30
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2022T1	69,36
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2021T4	68,54
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2021T3	56,30
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2021T2	49,18
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2021T1	55,54
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2020T4	59,56
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2020T3	53,60
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2020T2	58,77
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2020T1	64,74
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2019T4	71,24
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2019T3	76,98
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2019T2	61,78
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2019T1	77,40
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2018T4	71,71
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2018T3	70,23
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2018T2	60,17
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2018T1	63,45
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2017T4	62,98
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2017T3	64,67
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2017T2	53,86
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2017T1	50,40
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2016T4	53,90
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2016T3	56,81
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2016T2	56,56
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2016T1	64,43
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2015T4	64,66
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2015T3	57,40
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2015T2	46,80
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2015T1	52,82
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2014T4	59,98
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2014T3	70,27
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2014T2	62,49
Ambos sexos	Estudios primarios incompletos	Doble nacionalidad	2014T1	66,79
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2022T3	59,28
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2022T2	67,27
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2022T1	64,05
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2021T4	63,63
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2021T3	64,27
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2021T2	61,79
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2021T1	61,73
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2020T4	58,03
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2020T3	62,56
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2020T2	59,48
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2020T1	58,59
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2019T4	62,54
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2019T3	59,07
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2019T2	63,36
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2019T1	60,20
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2018T4	61,47
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2018T3	60,75
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2018T2	63,98
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2018T1	67,15
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2017T4	69,78
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2017T3	68,03
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2017T2	71,79
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2017T1	71,47
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2016T4	66,73
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2016T3	64,57
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2016T2	66,70
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2016T1	70,08
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2015T4	67,88
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2015T3	69,48
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2015T2	67,31
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2015T1	63,31
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2014T4	62,16
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2014T3	67,04
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2014T2	65,27
Ambos sexos	Estudios primarios incompletos	Extranjera: Total	2014T1	66,51
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2022T3	44,52
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2022T2	46,43
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2022T1	50,88
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2021T4	25,04
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2021T3	36,59
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2021T2	50,12
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2021T1	46,40
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2020T4	45,05
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2020T3	52,35
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2020T2	32,73
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2020T1	49,47
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2019T4	50,83
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2019T3	45,45
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2019T2	44,30
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2019T1	56,19
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2018T4	53,32
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2018T3	66,55
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2018T2	66,43
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2018T1	63,12
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2017T4	69,24
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2017T3	53,62
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2017T2	48,23
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2017T1	60,72
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2016T4	58,28
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2016T3	53,87
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2016T2	52,19
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2016T1	43,06
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2015T4	42,29
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2015T3	46,90
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2015T2	53,89
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2015T1	46,21
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2014T4	41,68
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2014T3	54,38
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2014T2	42,08
Ambos sexos	Estudios primarios incompletos	Extranjera: Unión Europea	2014T1	54,92
Ambos sexos	Estudios primarios incompletos	Extranjera: Resto de Europa	2022T3	24,70
Ambos sexos	Estudios primarios incompletos	Extranjera: Resto de Europa	2022T2	0,00
Ambos sexos	Estudios primarios incompletos	Extranjera: Resto de Europa	2022T1	12,43
Ambos sexos	Estudios primarios incompletos	Extranjera: Resto de Europa	2021T4	16,59
Ambos sexos	Estudios primarios incompletos	Extranjera: Resto de Europa	2021T3	0,00
Ambos sexos	Estudios primarios incompletos	Extranjera: Resto de Europa	2021T2	50,24
Ambos sexos	Estudios primarios incompletos	Extranjera: Resto de Europa	2021T1	17,26
Ambos sexos	Estudios primarios incompletos	Extranjera: Resto de Europa	2020T4	10,30
Ambos sexos	Estudios primarios incompletos	Extranjera: Resto de Europa	2020T3	36,89
Ambos sexos	Estudios primarios incompletos	Extranjera: Resto de Europa	2020T2	0,00
Ambos sexos	Estudios primarios incompletos	Extranjera: Resto de Europa	2020T1	7,97
Ambos sexos	Estudios primarios incompletos	Extranjera: Resto de Europa	2019T4	82,46
Ambos sexos	Estudios primarios incompletos	Extranjera: Resto de Europa	2019T3	37,38
Ambos sexos	Estudios primarios incompletos	Extranjera: Resto de Europa	2019T2	42,59
